Student Id,Country Code,Enrolled Month,Enrolled Year,Age,Gender,Experienced,Course Code,Engagement Month,Engagement Year,Engagement Type
91,AU,6,2016,66,F,false,JMC,AUGUST,2023,Lecture 10
91,AU,6,2016,66,F,false,PYC,MAY,2023,Lecture 10
92,AU,7,2022,25,U,false,JMC,MAY,2023,Lecture 3
92,AU,7,2022,25,U,false,PYC,AUGUST,2023,Lecture 3
93,GB,9,2017,75,M,true,JMC,AUGUST,2017,Lecture 10
93,GB,9,2017,75,M,true,PYC,JULY,2018,Lecture 12
94,CN,11,2022,83,U,true,JMC,FEBRUARY,2022,Lecture 6
94,CN,11,2022,83,U,true,PYC,APRIL,2023,Lecture 11
95,AU,8,2019,30,U,false,JMC,MARCH,2019,Lecture 12
95,AU,8,2019,30,U,false,PYC,AUGUST,2021,Lecture 10
96,AU,7,2020,40,F,false,JMC,DECEMBER,2023,Lecture 8
96,AU,7,2020,40,F,false,PYC,JUNE,2020,Lecture 5
97,US,4,2021,25,U,true,JMC,APRIL,2021,Lecture 8
97,US,4,2021,25,U,true,PYC,JANUARY,2021,Lecture 13
98,US,8,2023,38,M,false,JMC,JULY,2023,Lecture 11
98,US,8,2023,38,M,false,PYC,APRIL,2023,Lecture 3
99,AU,10,2019,73,F,false,JMC,JULY,2022,Lecture 10
99,AU,10,2019,73,F,false,PYC,OCTOBER,2020,Lecture 8
100,IN,5,2022,64,M,false,JMC,FEBRUARY,2023,Lecture 6
100,IN,5,2022,64,M,false,PYC,AUGUST,2023,Lecture 11
101,GB,7,2020,22,M,true,JMC,AUGUST,2020,Lecture 6
101,GB,7,2020,22,M,true,PYC,MARCH,2023,Lecture 3
102,CN,5,2023,47,F,true,JMC,DECEMBER,2023,Lecture 12
102,CN,5,2023,47,F,true,PYC,JUNE,2023,Lecture 12
103,GB,10,2015,51,M,true,JMC,MARCH,2021,Lecture 4
103,GB,10,2015,51,M,true,PYC,NOVEMBER,2017,Lecture 10
104,CN,9,2016,31,M,true,JMC,MAY,2023,Lecture 4
104,CN,9,2016,31,M,true,PYC,JULY,2023,Lecture 2
105,US,5,2023,65,U,false,JMC,JULY,2023,Lecture 6
105,US,5,2023,65,U,false,PYC,JUNE,2023,Lecture 14
106,IN,2,2019,43,M,false,JMC,JANUARY,2020,Lecture 9
106,IN,2,2019,43,M,false,PYC,MAY,2022,Lecture 9
107,CN,1,2020,32,U,true,JMC,JUNE,2022,Lecture 5
107,CN,1,2020,32,U,true,PYC,DECEMBER,2020,Lecture 11
108,GB,4,2023,30,F,true,JMC,OCTOBER,2023,Lecture 14
108,GB,4,2023,30,F,true,PYC,DECEMBER,2023,Lecture 3
109,US,12,2021,51,U,false,JMC,MAY,2023,Lecture 3
109,US,12,2021,51,U,false,PYC,NOVEMBER,2023,Lecture 12
110,CN,4,2017,69,F,false,JMC,AUGUST,2023,Lecture 7
110,CN,4,2017,69,F,false,PYC,MAY,2023,Lecture 4
111,US,12,2016,22,M,false,JMC,JUNE,2022,Lecture 5
111,US,12,2016,22,M,false,PYC,JANUARY,2023,Lecture 14
112,IN,9,2019,82,U,true,JMC,JANUARY,2019,Lecture 6
112,IN,9,2019,82,U,true,PYC,DECEMBER,2022,Lecture 10
113,CN,1,2016,69,M,true,JMC,JUNE,2018,Lecture 4
113,CN,1,2016,69,M,true,PYC,APRIL,2020,Lecture 13
114,CN,12,2021,20,U,true,JMC,AUGUST,2022,Lecture 5
114,CN,12,2021,20,U,true,PYC,JULY,2022,Lecture 6
115,AU,11,2017,66,M,false,JMC,JANUARY,2020,Lecture 11
115,AU,11,2017,66,M,false,PYC,AUGUST,2019,Lecture 13
116,GB,11,2021,76,F,false,JMC,NOVEMBER,2022,Lecture 11
116,GB,11,2021,76,F,false,PYC,SEPTEMBER,2023,Lecture 5
117,GB,9,2015,25,M,false,JMC,MARCH,2018,Lecture 9
117,GB,9,2015,25,M,false,PYC,AUGUST,2020,Lecture 7
118,IN,8,2023,87,U,true,JMC,DECEMBER,2023,Lecture 9
118,IN,8,2023,87,U,true,PYC,MARCH,2023,Lecture 11
119,AU,1,2017,56,U,false,JMC,MAY,2020,Lecture 2
119,AU,1,2017,56,U,false,PYC,DECEMBER,2017,Lecture 9
120,US,12,2016,50,F,true,JMC,NOVEMBER,2021,Lecture 6
120,US,12,2016,50,F,true,PYC,APRIL,2021,Lecture 9
121,AU,12,2023,69,F,false,JMC,SEPTEMBER,2023,Lecture 3
121,AU,12,2023,69,F,false,PYC,AUGUST,2023,Lecture 3
122,US,12,2021,35,U,true,JMC,JULY,2023,Lecture 10
122,US,12,2021,35,U,true,PYC,SEPTEMBER,2021,Lecture 1
123,US,2,2016,59,F,false,JMC,MARCH,2021,Lecture 6
123,US,2,2016,59,F,false,PYC,SEPTEMBER,2020,Lecture 5
124,GB,10,2019,25,U,true,JMC,APRIL,2021,Lecture 9
124,GB,10,2019,25,U,true,PYC,MAY,2020,Lecture 1
125,GB,1,2023,26,U,true,JMC,OCTOBER,2023,Lecture 11
125,GB,1,2023,26,U,true,PYC,FEBRUARY,2023,Lecture 8
126,US,11,2019,49,M,false,JMC,NOVEMBER,2022,Lecture 4
126,US,11,2019,49,M,false,PYC,FEBRUARY,2021,Lecture 10
127,US,3,2017,31,U,false,JMC,FEBRUARY,2019,Lecture 3
127,US,3,2017,31,U,false,PYC,SEPTEMBER,2019,Lecture 1
128,GB,11,2016,82,F,false,JMC,JULY,2017,Lecture 4
128,GB,11,2016,82,F,false,PYC,FEBRUARY,2020,Lecture 13
129,GB,7,2018,45,M,false,JMC,DECEMBER,2023,Lecture 1
129,GB,7,2018,45,M,false,PYC,APRIL,2023,Lecture 13
130,CN,11,2018,48,F,false,JMC,AUGUST,2022,Lecture 1
130,CN,11,2018,48,F,false,PYC,JUNE,2021,Lecture 7
131,AU,3,2018,35,U,false,JMC,DECEMBER,2019,Lecture 8
131,AU,3,2018,35,U,false,PYC,MAY,2019,Lecture 10
132,AU,9,2022,22,U,true,JMC,AUGUST,2023,Lecture 8
132,AU,9,2022,22,U,true,PYC,JUNE,2022,Lecture 4
133,CN,5,2021,21,F,true,JMC,SEPTEMBER,2022,Lecture 10
133,CN,5,2021,21,F,true,PYC,FEBRUARY,2021,Lecture 9
134,AU,3,2020,86,F,true,JMC,AUGUST,2022,Lecture 14
134,AU,3,2020,86,F,true,PYC,JUNE,2021,Lecture 7
135,CN,5,2016,82,F,true,JMC,AUGUST,2016,Lecture 11
135,CN,5,2016,82,F,true,PYC,APRIL,2019,Lecture 7
136,US,3,2020,87,F,true,JMC,JANUARY,2020,Lecture 2
136,US,3,2020,87,F,true,PYC,SEPTEMBER,2021,Lecture 4
137,AU,9,2017,45,U,true,JMC,JUNE,2023,Lecture 14
137,AU,9,2017,45,U,true,PYC,OCTOBER,2019,Lecture 11
138,CN,7,2020,68,F,true,JMC,JANUARY,2020,Lecture 9
138,CN,7,2020,68,F,true,PYC,JULY,2022,Lecture 1
139,CN,11,2020,60,M,true,JMC,FEBRUARY,2021,Lecture 11
139,CN,11,2020,60,M,true,PYC,JANUARY,2020,Lecture 11
140,GB,4,2019,56,U,false,JMC,NOVEMBER,2020,Lecture 7
140,GB,4,2019,56,U,false,PYC,SEPTEMBER,2019,Lecture 12
141,GB,8,2022,19,U,false,JMC,FEBRUARY,2023,Lecture 12
141,GB,8,2022,19,U,false,PYC,MAY,2023,Lecture 12
142,IN,8,2022,65,M,false,JMC,JULY,2022,Lecture 11
142,IN,8,2022,65,M,false,PYC,JUNE,2022,Lecture 1
143,AU,12,2022,25,M,true,JMC,FEBRUARY,2023,Lecture 6
143,AU,12,2022,25,M,true,PYC,OCTOBER,2022,Lecture 3
144,CN,1,2021,57,M,false,JMC,FEBRUARY,2023,Lecture 7
144,CN,1,2021,57,M,false,PYC,JUNE,2022,Lecture 13
145,US,2,2015,54,M,true,JMC,APRIL,2015,Lecture 14
145,US,2,2015,54,M,true,PYC,MARCH,2016,Lecture 13
146,GB,9,2015,34,F,true,JMC,SEPTEMBER,2018,Lecture 14
146,GB,9,2015,34,F,true,PYC,MAY,2020,Lecture 12
147,GB,5,2016,66,F,false,JMC,NOVEMBER,2021,Lecture 14
147,GB,5,2016,66,F,false,PYC,FEBRUARY,2019,Lecture 10
148,AU,7,2017,22,U,true,JMC,SEPTEMBER,2021,Lecture 13
148,AU,7,2017,22,U,true,PYC,OCTOBER,2018,Lecture 11
149,US,5,2023,36,M,false,JMC,APRIL,2023,Lecture 4
149,US,5,2023,36,M,false,PYC,SEPTEMBER,2023,Lecture 2
150,US,1,2022,71,M,true,JMC,APRIL,2023,Lecture 10
150,US,1,2022,71,M,true,PYC,JANUARY,2023,Lecture 7
151,US,12,2019,67,M,true,JMC,FEBRUARY,2020,Lecture 12
151,US,12,2019,67,M,true,PYC,APRIL,2020,Lecture 7
152,AU,3,2021,41,M,false,JMC,NOVEMBER,2022,Lecture 7
152,AU,3,2021,41,M,false,PYC,JANUARY,2022,Lecture 2
153,US,7,2017,32,F,false,JMC,JUNE,2020,Lecture 5
153,US,7,2017,32,F,false,PYC,FEBRUARY,2021,Lecture 5
154,US,11,2019,54,F,true,JMC,OCTOBER,2019,Lecture 7
154,US,11,2019,54,F,true,PYC,SEPTEMBER,2023,Lecture 12
155,GB,4,2019,64,M,true,JMC,NOVEMBER,2023,Lecture 11
155,GB,4,2019,64,M,true,PYC,MAY,2020,Lecture 6
156,GB,6,2015,40,F,true,JMC,JANUARY,2020,Lecture 9
156,GB,6,2015,40,F,true,PYC,JUNE,2023,Lecture 13
157,IN,5,2020,29,F,false,JMC,DECEMBER,2022,Lecture 9
157,IN,5,2020,29,F,false,PYC,JULY,2022,Lecture 10
158,AU,5,2019,24,M,true,JMC,AUGUST,2022,Lecture 1
158,AU,5,2019,24,M,true,PYC,MARCH,2022,Lecture 13
159,US,5,2023,58,U,true,JMC,JULY,2023,Lecture 14
159,US,5,2023,58,U,true,PYC,SEPTEMBER,2023,Lecture 13
160,CN,4,2015,19,M,false,JMC,NOVEMBER,2022,Lecture 1
160,CN,4,2015,19,M,false,PYC,SEPTEMBER,2020,Lecture 13
161,GB,7,2021,47,F,false,JMC,JUNE,2022,Lecture 2
161,GB,7,2021,47,F,false,PYC,FEBRUARY,2021,Lecture 13
162,IN,10,2017,52,M,true,JMC,JULY,2021,Lecture 1
162,IN,10,2017,52,M,true,PYC,MAY,2023,Lecture 12
163,GB,10,2017,47,U,false,JMC,MARCH,2019,Lecture 8
163,GB,10,2017,47,U,false,PYC,MAY,2022,Lecture 4
164,CN,7,2016,48,U,true,JMC,AUGUST,2021,Lecture 12
164,CN,7,2016,48,U,true,PYC,AUGUST,2021,Lecture 3
165,IN,5,2019,22,U,false,JMC,APRIL,2022,Lecture 10
165,IN,5,2019,22,U,false,PYC,MARCH,2021,Lecture 9
166,CN,12,2021,27,M,true,JMC,JUNE,2021,Lecture 14
166,CN,12,2021,27,M,true,PYC,DECEMBER,2023,Lecture 11
167,GB,5,2022,48,U,false,JMC,NOVEMBER,2023,Lecture 12
167,GB,5,2022,48,U,false,PYC,JULY,2022,Lecture 7
168,CN,11,2016,33,M,false,JMC,SEPTEMBER,2020,Lecture 8
168,CN,11,2016,33,M,false,PYC,APRIL,2023,Lecture 4
169,CN,3,2016,89,M,false,JMC,APRIL,2016,Lecture 6
169,CN,3,2016,89,M,false,PYC,OCTOBER,2017,Lecture 13
170,GB,9,2015,83,U,true,JMC,AUGUST,2021,Lecture 2
170,GB,9,2015,83,U,true,PYC,OCTOBER,2023,Lecture 12
171,IN,6,2020,59,U,false,JMC,SEPTEMBER,2021,Lecture 5
171,IN,6,2020,59,U,false,PYC,AUGUST,2020,Lecture 1
172,IN,2,2018,61,U,false,JMC,JANUARY,2023,Lecture 8
172,IN,2,2018,61,U,false,PYC,APRIL,2022,Lecture 1
173,CN,11,2020,44,M,true,JMC,OCTOBER,2022,Lecture 10
173,CN,11,2020,44,M,true,PYC,OCTOBER,2020,Lecture 3
174,IN,4,2023,31,M,false,JMC,SEPTEMBER,2023,Lecture 9
174,IN,4,2023,31,M,false,PYC,OCTOBER,2023,Lecture 9
175,CN,7,2020,77,U,true,JMC,MARCH,2021,Lecture 13
175,CN,7,2020,77,U,true,PYC,DECEMBER,2023,Lecture 12
176,IN,12,2016,29,M,false,JMC,JUNE,2018,Lecture 8
176,IN,12,2016,29,M,false,PYC,SEPTEMBER,2022,Lecture 3
177,GB,9,2022,26,U,false,JMC,MARCH,2023,Lecture 13
177,GB,9,2022,26,U,false,PYC,AUGUST,2023,Lecture 9
178,AU,5,2018,85,M,true,JMC,DECEMBER,2021,Lecture 13
178,AU,5,2018,85,M,true,PYC,JUNE,2018,Lecture 7
179,AU,5,2015,57,F,true,JMC,FEBRUARY,2020,Lecture 11
179,AU,5,2015,57,F,true,PYC,MAY,2021,Lecture 2
180,CN,8,2015,54,M,true,JMC,DECEMBER,2016,Lecture 9
180,CN,8,2015,54,M,true,PYC,MARCH,2020,Lecture 5
181,AU,6,2022,55,F,true,JMC,APRIL,2022,Lecture 11
181,AU,6,2022,55,F,true,PYC,FEBRUARY,2022,Lecture 7
182,AU,5,2018,41,U,false,JMC,NOVEMBER,2019,Lecture 4
182,AU,5,2018,41,U,false,PYC,MARCH,2022,Lecture 4
183,AU,10,2022,86,U,true,JMC,NOVEMBER,2022,Lecture 10
183,AU,10,2022,86,U,true,PYC,JANUARY,2023,Lecture 6
184,AU,9,2021,30,M,false,JMC,AUGUST,2022,Lecture 2
184,AU,9,2021,30,M,false,PYC,OCTOBER,2022,Lecture 7
185,CN,6,2020,65,U,true,JMC,NOVEMBER,2020,Lecture 9
185,CN,6,2020,65,U,true,PYC,NOVEMBER,2020,Lecture 2
186,US,1,2023,40,F,true,JMC,DECEMBER,2023,Lecture 13
186,US,1,2023,40,F,true,PYC,JUNE,2023,Lecture 2
187,US,12,2023,68,F,true,JMC,AUGUST,2023,Lecture 9
187,US,12,2023,68,F,true,PYC,OCTOBER,2023,Lecture 6
188,US,2,2022,76,M,true,JMC,SEPTEMBER,2023,Lecture 5
188,US,2,2022,76,M,true,PYC,AUGUST,2022,Lecture 12
189,GB,9,2018,62,M,true,JMC,DECEMBER,2021,Lecture 10
189,GB,9,2018,62,M,true,PYC,NOVEMBER,2022,Lecture 5
190,GB,5,2021,19,U,false,JMC,MAY,2023,Lecture 1
190,GB,5,2021,19,U,false,PYC,FEBRUARY,2023,Lecture 6
191,AU,9,2017,86,F,true,JMC,FEBRUARY,2018,Lecture 7
191,AU,9,2017,86,F,true,PYC,DECEMBER,2018,Lecture 13
192,AU,5,2021,46,F,true,JMC,MARCH,2021,Lecture 4
192,AU,5,2021,46,F,true,PYC,SEPTEMBER,2022,Lecture 2
